MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59998.629160  14.007  0.011  9061  101 c  0 299.65 278.53578   9.56705  8831.35  2268.66 3.11 2.90 -27.5 -0.399 17.77 20.42 02a59998o0696c
60005.378870  14.009  0.005  9049   43 c  0 375.41 278.53578   9.56705  6543.84  7686.47 2.42 2.04 -57.8 -0.417 19.18 20.71 04a60005o0819c
60005.382025  13.997  0.005  9144   42 c  0 1338.74 278.53578   9.56705  6523.15  7647.68 2.49 2.09 -65.0 -0.415 19.15 20.72 04a60005o0826c
60005.395637  14.000  0.005  9120   43 c  0 638.63 278.53578   9.56705  6576.39  7726.88 2.50 2.17 -62.0 -0.396 18.85 20.06 04a60005o0855c
60009.623595  13.400  0.004 15851   60 o  0 312.62 278.53578   9.56705  6685.40  6748.20 2.87 2.17  31.9 -0.433 18.56 19.32 02a60009o0655o
60009.627112  13.383  0.004 16093   59 o  0 225.94 278.53578   9.56705  6707.18  6787.35 2.82 2.11  32.3 -0.435 18.62 19.36 02a60009o0662o
60009.637425  13.395  0.004 15923   57 o  0 216.16 278.53578   9.56705  6655.29  6711.52 2.69 1.99  33.7 -0.445 18.70 19.43 02a60009o0683o
60009.650850  13.422  0.004 15528   62 o  0 931.51 278.53578   9.56705  6643.86  6828.00 3.04 2.47  32.8 -0.399 18.57 19.49 02a60009o0710o
60010.358636  13.498  0.005 14488   75 o  0 491.71 278.53578   9.56705  6779.12  1395.37 2.27 2.23 -16.2 -0.400 17.94 18.18 04a60010o0670o
60010.361339  13.490  0.005 14592   77 o  0 583.67 278.53578   9.56705  6759.10  1356.83 2.52 2.29  66.1 -0.422 17.84 18.22 04a60010o0676o
60010.366771  13.488  0.005 14610   78 o  0 380.96 278.53578   9.56705  6817.37  1434.63 2.46 2.27  72.0 -0.416 17.97 18.33 04a60010o0688o
60010.374458  13.461  0.004 14987   66 o  0 710.68 278.53578   9.56705  6836.47  1318.59 2.63 2.36  57.6 -0.420 17.99 18.42 04a60010o0705o
60014.380637  13.400  0.004 15846   64 o  0 648.50 278.53578   9.56705  6767.45  1402.09 2.16 2.06 -27.1 -0.423 18.49 19.06 04a60014o0732o
60014.386088  13.396  0.004 15910   65 o  0 278.20 278.53578   9.56705  6748.01  1363.69 2.16 2.12 -42.2 -0.421 18.50 19.08 04a60014o0744o
60014.388795  13.399  0.004 15860   60 o  0 439.19 278.53578   9.56705  6807.09  1441.45 2.06 2.02  -6.1 -0.431 18.54 19.09 04a60014o0750o
60014.402851  13.443  0.004 15236   67 o  0 330.59 278.53578   9.56705  6825.88  1325.11 2.09 2.06 -33.4 -0.437 18.25 18.62 04a60014o0781o
60017.384898  13.466  0.004 14911   58 o  0 195.19 278.53578   9.56705   733.76  8031.73 2.52 2.03 -79.5 -0.367 18.67 19.37 04a60017o0834o
60017.396473  13.480  0.004 14729   58 o  0 225.18 278.53578   9.56705   715.57  7992.14 2.57 2.04 -75.6 -0.360 18.63 19.39 04a60017o0859o
60017.404607  13.499  0.004 14462   59 o  0 245.05 278.53578   9.56705   773.54  8069.14 2.59 2.05 -82.6 -0.364 18.58 19.25 04a60017o0877o
60017.409799  13.466  0.004 14915   60 o  0 585.37 278.53578   9.56705   788.11  7952.67 2.61 2.16 -83.5 -0.357 18.34 18.79 04a60017o0887o
60021.372933  13.521  0.004 14176   53 o  0 330.13 278.53578   9.56705   735.65  8030.78 2.44 1.92 -75.3 -0.386 19.10 20.45 04a60021o0810o
60021.376989  13.535  0.004 13990   52 o  0 355.37 278.53578   9.56705   715.67  7992.41 2.46 1.98 -75.1 -0.389 19.06 20.46 04a60021o0819o
60021.384303  13.496  0.004 14514   53 o  0 318.33 278.53578   9.56705   774.02  8069.38 2.43 1.95 -76.3 -0.394 19.13 20.46 04a60021o0835o
60021.401123  13.490  0.004 14582   51 o  0 410.83 278.53578   9.56705   792.79  7952.14 2.41 1.90 -76.9 -0.393 18.99 20.14 04a60021o0872o
60022.385982  13.486  0.004 14642   52 o  0 655.31 278.53578   9.56705   725.31  8032.57 2.38 1.91 -78.9 -0.397 19.20 20.59 04a60022o0871o
60022.393341  13.492  0.004 14563   52 o  0 415.48 278.53578   9.56705   705.58  7993.52 2.45 1.90 -78.9 -0.395 19.19 20.55 04a60022o0887o
60022.396947  13.490  0.004 14594   51 o  0 437.06 278.53578   9.56705   764.06  8070.25 2.50 1.93 -83.6 -0.391 19.15 20.47 04a60022o0895o
60022.403539  13.483  0.004 14680   52 o  0 360.17 278.53578   9.56705   783.91  7952.68 2.38 1.87 -80.3 -0.395 18.91 19.97 04a60022o0909o
60022.582928  13.387  0.004 16038   57 o  0 287.80 278.53578   9.56705  5595.81  8111.02 2.34 2.00  34.3 -0.491 19.32 20.70 02a60022o0772o
60022.601479  13.378  0.003 16176   56 o  0 378.56 278.53578   9.56705  5625.94  8149.95 2.32 1.98  35.0 -0.505 19.35 20.79 02a60022o0812o
60022.611665  13.392  0.003 15968   55 o  0 282.91 278.53578   9.56705  5568.16  8074.47 2.61 2.05  35.7 -0.478 19.26 20.82 02a60022o0831o
60022.614830  13.394  0.003 15934   55 o  0 341.77 278.53578   9.56705  5552.49  8190.12 2.37 1.96  34.8 -0.499 19.36 20.84 02a60022o0838o
60025.383983  13.434  0.004 15360   58 o  0 296.12 278.53578   9.56705  1020.85  3667.72 2.26 1.98  54.5 -0.419 19.08 20.35 04a60025o0831o
60025.389406  13.413  0.004 15657   55 o  0 741.94 278.53578   9.56705  1000.41  3628.62 2.16 1.94  54.9 -0.437 19.05 20.39 04a60025o0843o
60025.392559  13.422  0.004 15538   54 o  0 693.52 278.53578   9.56705  1059.34  3705.61 2.15 1.93  51.9 -0.429 19.07 20.39 04a60025o0850o
60025.402601  13.405  0.004 15775   57 o  0 401.79 278.53578   9.56705  1082.06  3588.76 2.09 1.88  56.3 -0.438 19.04 20.29 04a60025o0872o
60026.345986  13.387  0.004 16042   60 o  0 448.50 278.53578   9.56705  1012.39  3666.55 2.29 1.95  53.2 -0.411 19.01 20.27 04a60026o0782o
60026.349530  13.423  0.004 15522   60 o  0 321.60 278.53578   9.56705   990.76  3627.94 2.16 1.80  46.6 -0.420 19.09 20.29 04a60026o0789o
60026.367268  13.390  0.003 15997   53 o  0 721.35 278.53578   9.56705  1050.90  3705.18 2.19 1.85  55.4 -0.416 19.15 20.48 04a60026o0826o
60026.371453  13.377  0.003 16184   53 o  0 518.94 278.53578   9.56705  1068.77  3588.70 2.19 1.83  54.2 -0.416 19.16 20.50 04a60026o0835o
60029.369110  13.395  0.004 15919   57 o  0 408.28 278.53578   9.56705  1021.11  3668.64 2.28 2.00  53.3 -0.405 19.07 20.37 04a60029o0840o
60029.372305  13.402  0.004 15820   56 o  0 451.79 278.53578   9.56705  1000.74  3629.87 2.18 1.91  54.1 -0.428 19.06 20.37 04a60029o0847o
60029.379168  13.375  0.003 16211   53 o  0 933.69 278.53578   9.56705  1061.12  3707.12 2.13 1.91  55.3 -0.432 19.08 20.37 04a60029o0862o
60029.399508  13.370  0.004 16290   58 o  0 395.66 278.53578   9.56705  1084.27  3588.77 2.20 1.88  50.8 -0.425 19.08 20.28 04a60029o0906o
60030.364439  13.387  0.004 16039   58 o  0 476.83 278.53578   9.56705  1010.47  3670.05 2.13 1.85  53.0 -0.432 19.08 20.31 04a60030o0833o
60030.366293  13.419  0.004 15572   55 o  0 487.15 278.53578   9.56705   990.77  3630.85 2.15 1.82  52.4 -0.436 19.10 20.31 04a60030o0837o
60030.381219  13.395  0.003 15923   55 o  0 458.60 278.53578   9.56705  1051.21  3706.74 2.29 1.94  54.8 -0.405 19.11 20.41 04a60030o0868o
60030.389104  13.413  0.004 15657   57 o  0 404.97 278.53578   9.56705  1070.80  3589.66 2.23 1.86  50.8 -0.425 19.14 20.43 04a60030o0884o
60032.133262  13.992  0.004  9189   35 c  0 3523.75 278.53578   9.56705  6438.03  7651.46 2.44 2.20 -53.2 -0.437 19.47 21.23 03a60032o0425c
60032.138744  14.025  0.005  8915   40 c  0 3324.61 278.53578   9.56705  6420.61  7612.11 2.58 2.41 -55.9 -0.431 19.41 21.24 03a60032o0437c
60032.144907  14.024  0.004  8920   38 c  0 3076.03 278.53578   9.56705  6474.74  7691.10 2.50 2.32 -54.6 -0.436 19.47 21.25 03a60032o0450c
60032.156359  14.031  0.004  8861   40 c  0 2059.89 278.53578   9.56705  6499.83  7575.39 2.57 2.39 -43.9 -0.413 19.13 20.46 03a60032o0474c
60033.137098  13.954  0.004  9512   38 c  0 990.15 278.53578   9.56705  6433.37  7652.30 2.67 2.42 -62.5 -0.425 19.41 21.21 03a60033o0868c
60033.141291  13.990  0.004  9203   38 c  0 399.22 278.53578   9.56705  6415.71  7613.27 2.44 2.24 -53.0 -0.431 19.47 21.23 03a60033o0877c
60033.153167  13.983  0.004  9266   39 c  0 1093.18 278.53578   9.56705  6474.19  7691.72 2.85 2.40 -48.0 -0.407 19.27 20.90 03a60033o0902c
60033.158832  14.007  0.004  9062   40 c  0 7081.72 278.53578   9.56705  6495.22  7575.83 2.80 2.53 -51.5 -0.403 18.88 20.07 03a60033o0914c
60033.380822  13.407  0.004 15744   55 o  0 573.54 278.53578   9.56705  2971.15  3555.78 2.10 2.02  65.3 -0.451 19.12 20.41 04a60033o0866o
60033.384474  13.387  0.004 16037   56 o  0 442.35 278.53578   9.56705  2952.31  3516.76 2.03 1.89  67.5 -0.457 19.10 20.42 04a60033o0874o
60033.397421  13.411  0.004 15694   57 o  0 457.69 278.53578   9.56705  3014.20  3592.86 2.05 1.93  66.5 -0.460 19.16 20.44 04a60033o0902o
60033.408900  13.425  0.004 15486   55 o  0 576.34 278.53578   9.56705  3036.96  3475.26 2.10 2.06  53.0 -0.454 18.94 20.05 04a60033o0927o
60034.327492  13.369  0.004 16307   63 o  0 255.08 278.53578   9.56705  2962.07  3555.41 1.96 1.75  67.4 -0.441 19.13 20.38 04a60034o0764o
60034.330714  13.400  0.004 15856   58 o  0 391.66 278.53578   9.56705  2942.16  3516.97 2.15 1.90  65.3 -0.431 19.03 20.38 04a60034o0771o
60034.340694  13.411  0.004 15689   62 o  0 300.12 278.53578   9.56705  2998.91  3594.42 2.03 1.83  66.7 -0.434 19.10 20.40 04a60034o0792o
60034.346216  13.399  0.003 15858   54 o  0 723.75 278.53578   9.56705  3017.82  3478.26 2.17 2.00  68.2 -0.435 19.09 20.46 04a60034o0804o
60035.110614  14.014  0.004  9007   40 c  0 3747.41 278.53578   9.56705  6428.63  7652.05 2.73 2.51 -48.4 -0.424 19.41 21.26 03a60035o0840c
60035.113321  13.979  0.004  9300   36 c  0 5177.67 278.53578   9.56705  6408.79  7613.25 2.77 2.56 -52.1 -0.420 19.42 21.28 03a60035o0846c
60035.119231  13.994  0.004  9172   38 c  0 4224.45 278.53578   9.56705  6465.81  7690.99 2.78 2.53 -48.0 -0.421 19.39 21.29 03a60035o0859c
60035.125209  14.004  0.004  9086   37 c  0 6118.42 278.53578   9.56705  6486.69  7574.99 2.70 2.43 -51.0 -0.417 19.43 21.31 03a60035o0872c
60036.379772  13.428  0.004 15438   55 o  0 509.48 278.53578   9.56705  2962.26  3556.58 2.21 1.98  59.3 -0.428 19.08 20.44 04a60036o0738o
60036.382033  13.406  0.003 15763   54 o  0 646.88 278.53578   9.56705  2943.28  3517.95 2.10 1.90  58.0 -0.431 19.13 20.44 04a60036o0743o
60036.395116  13.409  0.004 15714   56 o  0 535.16 278.53578   9.56705  3008.67  3593.55 2.07 1.94  60.0 -0.441 19.10 20.44 04a60036o0771o
60036.412686  13.413  0.004 15654   62 o  0 226.48 278.53578   9.56705  3035.43  3474.55 2.03 1.87  63.1 -0.440 18.64 19.32 04a60036o0808o
60038.092609  13.415  0.004 15638   62 o  0 262.51 278.53578   9.56705  6434.62  7652.64 2.37 2.10 -49.0 -0.453 18.62 19.18 03a60038o0737o
60038.095823  13.395  0.004 15924   63 o  0 428.99 278.53578   9.56705  6415.34  7613.19 2.49 2.17 -46.9 -0.427 18.60 19.23 03a60038o0744o
60038.101350  13.399  0.004 15858   67 o  0 155.26 278.53578   9.56705  6470.87  7691.87 2.40 2.07 -41.8 -0.442 18.58 19.15 03a60038o0756o
60038.108696  13.428  0.004 15445   64 o  0 191.63 278.53578   9.56705  6492.94  7575.36 2.41 2.10 -40.2 -0.429 18.62 19.28 03a60038o0772o
60038.346439  13.427  0.004 15462   63 o  0 223.67 278.53578   9.56705  2967.97  3558.07 2.01 1.84  60.8 -0.429 18.65 19.51 04a60038o0818o
60038.349669  13.494  0.005 14532   68 o  0 224.40 278.53578   9.56705  2949.75  3519.47 2.10 2.06  72.2 -0.459 18.32 19.28 04a60038o0825o
60038.356542  13.498  0.004 14481   65 o  0 189.43 278.53578   9.56705  3007.71  3595.91 1.96 1.78  63.2 -0.425 18.18 19.12 04a60038o0840o
60038.361618  13.435  0.004 15340   64 o  0 375.52 278.53578   9.56705  3027.74  3479.97 2.20 2.15 -81.5 -0.470 18.62 19.55 04a60038o0851o
60039.317038  13.325  0.004 16982   70 o  0 295.54 278.53578   9.56705  6624.43  9630.62 2.34 1.88 -72.6 -0.440 18.33 18.92 04a60039o0756o
60039.320671  13.385  0.004 16065   68 o  0 290.22 278.53578   9.56705  6605.75  9591.94 2.27 1.85 -72.3 -0.458 18.38 18.94 04a60039o0764o
60039.325754  13.360  0.004 16446   65 o  0 546.21 278.53578   9.56705  6662.22  9670.41 2.41 1.95 -74.9 -0.405 18.44 18.98 04a60039o0775o
60039.346008  13.400  0.004 15852   68 o  0 302.22 278.53578   9.56705  6679.69  9554.98 2.31 1.93 -69.2 -0.460 18.44 19.09 04a60039o0819o
60041.137463  13.365  0.003 16368   57 o  0 594.01 278.53578   9.56705  6386.20  5715.80 2.28 2.06 -47.0 -0.464 18.62 19.07 03a60041o0647o
60041.147716  13.387  0.004 16036   62 o  0 147.14 278.53578   9.56705  6371.73  5677.39 2.20 2.01 -48.3 -0.473 18.65 19.11 03a60041o0668o
60041.157619  13.343  0.004 16708   60 o  0 198.01 278.53578   9.56705  6429.31  5755.37 2.19 1.96 -44.8 -0.482 18.61 18.98 03a60041o0688o
60041.164801  13.419  0.004 15575   67 o  0 105.63 278.53578   9.56705  6453.06  5639.49 2.32 2.09 -45.8 -0.451 18.26 18.32 03a60041o0703o
60042.335323  13.406  0.004 15767   59 o  0 610.98 278.53578   9.56705  6838.01  3345.07 2.10 2.01 -11.9 -0.435 18.46 18.97 04a60042o0801o
60042.338516  13.401  0.004 15829   66 o  0 502.12 278.53578   9.56705  6818.63  3305.70 2.04 1.95 -24.3 -0.460 18.47 18.98 04a60042o0808o
60042.357818  13.403  0.004 15805   60 o  0 685.14 278.53578   9.56705  6879.73  3382.32 2.06 1.95 -28.1 -0.446 18.51 19.07 04a60042o0850o
60042.361003  13.412  0.004 15672   62 o  0 547.49 278.53578   9.56705  6898.86  3266.20 2.07 1.98 -34.1 -0.454 18.49 19.07 04a60042o0857o
60045.321446  13.404  0.005 15794   79 o  0 449.07 278.53578   9.56705  9037.13 10034.30 2.24 2.18 -15.6 -0.493 18.17 18.76 04a60045o0760o
60045.323272  13.431  0.005 15397   73 o  0 337.03 278.53578   9.56705  9016.53  9995.35 2.17 2.13 -24.5 -0.502 18.26 18.70 04a60045o0764o
60045.345196  13.431  0.005 15409   72 o  0 331.35 278.53578   9.56705  9075.48 10076.01 2.19 2.04 -10.0 -0.518 18.51 19.19 04a60045o0809o
60045.350663  13.438  0.005 15304   71 o  0 381.79 278.53578   9.56705  9094.55  9957.98 2.24 2.07 -11.8 -0.517 18.59 19.33 04a60045o0821o
60048.327941  13.383  0.004 16104   63 o  0 2410.58 278.53578   9.56705  8920.91  8085.81 2.40 2.26 -14.7 -0.434 18.88 20.03 04a60048o0748o
60048.330232  13.386  0.004 16048   57 o  0 1335.85 278.53578   9.56705  8900.54  8047.12 2.42 2.35 -27.7 -0.426 18.80 20.04 04a60048o0753o
60048.344490  13.356  0.004 16505   58 o  0 1567.88 278.53578   9.56705  8959.37  8124.97 2.41 2.28 -31.9 -0.436 18.85 20.09 04a60048o0784o
60048.362165  13.377  0.004 16191   62 o  0 1667.67 278.53578   9.56705  8983.15  8009.27 2.35 2.14 -35.4 -0.452 18.92 20.14 04a60048o0821o
60048.423009  13.428  0.005 15444   84 o  0 370.45 278.53578   9.56705  8973.20  8057.89 2.60 2.36 -59.2 -0.397 17.85 18.12 04a60048o0950o
60050.034685  13.394  0.004 15937   56 o  0 303.01 278.53578   9.56705  9181.76  3759.64 2.21 2.04 -40.7 -0.472 19.04 20.13 03a60050o0696o
60050.063425  13.391  0.003 15974   55 o  0 632.76 278.53578   9.56705  9161.53  3718.70 2.23 2.02 -41.6 -0.487 19.10 20.38 03a60050o0754o
60050.065755  13.372  0.003 16257   54 o  0 595.19 278.53578   9.56705  9219.85  3796.87 2.55 2.10  -0.8 -0.470 19.09 20.36 03a60050o0759o
60050.079533  13.362  0.003 16419   53 o  0 614.47 278.53578   9.56705  9240.11  3680.57 2.21 2.02 -37.1 -0.494 19.14 20.38 03a60050o0788o
60051.322106  14.163  0.029  7849  226 c  0  32.20 278.53578   9.56705  9183.91  3731.70 2.78 2.24 -16.5 -0.360 16.62 18.14 04a60051o0786c
60051.323932  13.930  0.006  9726   58 c  0 3179.79 278.53578   9.56705  9164.43  3692.84 2.83 2.35 -17.4 -0.345 18.57 20.16 04a60051o0790c
60051.328036  14.109  0.006  8250   50 c  0 2054.59 278.53578   9.56705  9223.66  3770.77 2.91 2.32 -17.4 -0.347 18.81 20.43 04a60051o0799c
60051.333370  13.891  0.005 10087   50 c  0 1741.18 278.53578   9.56705  9243.37  3654.43 2.73 2.16 -18.2 -0.377 18.85 20.45 04a60051o0810c
60053.113276  13.396  0.004 15908   56 o  0 345.98 278.53578   9.56705  4535.86  9642.78 2.49 2.15 -43.8 -0.443 19.18 20.53 03a60053o0847o
60053.115117  13.393  0.003 15948   56 o  0 373.90 278.53578   9.56705  4517.79  9603.42 2.46 2.12 -41.2 -0.449 19.22 20.54 03a60053o0851o
60053.117981  13.382  0.003 16112   56 o  0 1308.81 278.53578   9.56705  4574.16  9682.17 2.50 2.16 -43.1 -0.444 19.19 20.50 03a60053o0857o
60053.123232  13.393  0.003 15956   55 o  0 469.12 278.53578   9.56705  4596.70  9565.41 2.53 2.15 -42.1 -0.445 19.21 20.51 03a60053o0868o
60054.310397  14.027  0.005  8900   41 c  0 404.88 278.53578   9.56705  4890.71  3450.59 1.98 1.93  20.3 -0.414 19.27 20.80 04a60054o0769c
60054.330541  13.976  0.004  9324   39 c  0 640.11 278.53578   9.56705  4875.74  3410.99 2.03 1.99   7.4 -0.413 19.24 20.81 04a60054o0812c
60054.333732  13.991  0.004  9200   39 c  0 600.21 278.53578   9.56705  4934.80  3488.06 2.09 2.06  42.1 -0.410 19.26 20.81 04a60054o0819c
60054.348934  13.998  0.004  9140   40 c  0 706.72 278.53578   9.56705  4962.52  3370.15 2.04 2.00 -15.8 -0.415 19.26 20.87 04a60054o0850c
60057.328743  14.062  0.005  8611   40 c  0 4956.57 278.53578   9.56705   807.28  9985.14 3.31 2.22 -72.6 -0.345 19.28 20.97 04a60057o0754c
60057.330548  14.097  0.005  8344   42 c  0 1230.13 278.53578   9.56705   788.61  9946.09 3.30 2.09 -72.5 -0.354 19.27 20.98 04a60057o0758c
60057.334620  14.056  0.005  8664   44 c  0 1830.80 278.53578   9.56705   848.44 10022.85 3.26 2.11 -74.0 -0.357 19.31 20.99 04a60057o0767c
60057.357823  14.070  0.005  8550   42 c  0 331.41 278.53578   9.56705   880.27  9899.03 3.20 2.10 -75.9 -0.364 19.21 20.96 04a60057o0816c
60063.307170  13.994  0.004  9172   40 c  0 477.99 278.53578   9.56705  2857.91  1619.14 2.46 2.02  45.2 -0.398 19.18 20.79 04a60063o0761c
60063.314183  14.010  0.004  9036   40 c  0 404.44 278.53578   9.56705  2841.00  1580.34 2.35 1.90  44.9 -0.411 19.26 20.77 04a60063o0775c
60063.316452  14.007  0.005  9061   42 c  0 286.63 278.53578   9.56705  2900.91  1656.56 2.38 1.93  45.8 -0.418 19.28 20.77 04a60063o0780c
60063.321901  14.013  0.005  9014   41 c  0 451.41 278.53578   9.56705  2920.71  1539.05 2.38 1.93  43.1 -0.419 19.27 20.78 04a60063o0792c
60065.054587  13.444  0.004 15226   56 o  0 465.02 278.53578   9.56705  6417.58  7648.42 2.40 2.14 -39.9 -0.471 19.11 20.29 03a60065o0760o
60065.057358  13.400  0.003 15853   51 o  0 2145.34 278.53578   9.56705  6399.14  7609.20 2.41 2.13 -40.7 -0.468 19.11 20.29 03a60065o0766o
60065.060138  13.440  0.003 15272   53 o  0 568.59 278.53578   9.56705  6455.63  7687.76 2.39 2.12 -41.4 -0.472 19.11 20.30 03a60065o0772o
60065.066578  13.435  0.003 15348   54 o  0 463.02 278.53578   9.56705  6477.73  7572.28 2.37 2.13 -38.0 -0.458 19.09 20.30 03a60065o0786o
60066.260049  13.424  0.004 15503   56 o  0 716.43 278.53578   9.56705  6755.00  1407.09 2.15 1.99 -10.1 -0.426 18.73 19.54 04a60066o0678o
60066.261883  13.429  0.004 15431   60 o  0 520.22 278.53578   9.56705  6735.08  1368.51 2.24 2.11  54.6 -0.444 18.70 19.56 04a60066o0682o
60066.264612  13.419  0.004 15578   58 o  0 590.80 278.53578   9.56705  6794.14  1446.22 2.11 2.04   1.8 -0.421 18.74 19.55 04a60066o0688o
60066.272305  13.411  0.003 15690   55 o  0 798.91 278.53578   9.56705  6814.05  1329.35 2.16 2.10  -2.3 -0.416 18.78 19.60 04a60066o0705o
60067.513270  13.382  0.004 16116   57 o  0 296.91 278.53578   9.56705  3585.35  9205.79 2.10 1.93  29.0 -0.454 18.83 19.34 02a60067o0590o
60067.515079  13.386  0.004 16057   64 o  0 238.66 278.53578   9.56705  3605.26  9244.52 2.04 1.92  32.0 -0.454 18.83 19.34 02a60067o0594o
60067.518246  13.409  0.004 15723   58 o  0 311.68 278.53578   9.56705  3546.97  9166.19 2.10 1.93  30.2 -0.459 18.87 19.41 02a60067o0601o
60067.529832  13.397  0.003 15889   55 o  0 371.40 278.53578   9.56705  3532.22  9281.99 2.08 1.96  27.2 -0.454 18.85 19.46 02a60067o0624o
60068.007079  13.420  0.004 15560   60 o  0 287.86 278.53578   9.56705   627.57  7852.74 2.32 2.06 -59.8 -0.430 18.75 19.25 03a60068o0663o
60068.009857  13.441  0.004 15257   62 o  0 733.20 278.53578   9.56705   609.01  7812.84 2.37 2.14 -57.9 -0.430 18.77 19.26 03a60068o0669o
60068.012618  13.454  0.004 15079   63 o  0 190.94 278.53578   9.56705   664.84  7890.46 2.38 2.13 -54.0 -0.420 18.77 19.28 03a60068o0675o
60068.018087  13.429  0.004 15431   55 o  0 323.55 278.53578   9.56705   686.95  7773.06 2.35 2.08 -57.7 -0.431 18.77 19.28 03a60068o0687o
60069.229818  13.489  0.005 14603   69 o  0 763.49 278.53578   9.56705   721.74  8036.11 2.73 2.23 -79.9 -0.337 18.15 18.40 04a60069o0615o
60069.231622  13.441  0.005 15266   69 o  0 257.56 278.53578   9.56705   702.14  7997.65 2.63 2.09 -81.8 -0.346 18.17 18.41 04a60069o0619o
60069.234814  13.424  0.004 15498   65 o  0 205.93 278.53578   9.56705   760.45  8074.55 2.58 2.04 -76.9 -0.353 18.20 18.44 04a60069o0626o
60069.257092  13.419  0.004 15570   65 o  0 193.20 278.53578   9.56705   777.44  7958.47 2.50 2.00 -79.6 -0.362 18.27 18.56 04a60069o0672o
60070.998150  13.482  0.004 14691   57 o  0 2035.02 278.53578   9.56705  1025.67  3499.26 2.52 2.34 -59.7 -0.408 18.25 18.54 03a60071o0671o
60070.999963  13.466  0.004 14920   64 o  0 721.36 278.53578   9.56705  1007.11  3459.50 2.57 2.39 -61.8 -0.417 18.25 18.56 03a60071o0675o
60071.002725  13.443  0.004 15235   65 o  0 428.40 278.53578   9.56705  1065.24  3537.09 2.62 2.39 -63.7 -0.408 18.25 18.59 03a60071o0681o
60071.011003  13.453  0.004 15095   60 o  0 889.54 278.53578   9.56705  1086.93  3420.03 2.46 2.24 -61.4 -0.414 18.33 18.59 03a60071o0698o
60072.295981  13.484  0.004 14667   65 o  0 183.31 278.53578   9.56705  2964.90  3556.96 2.08 1.90  73.8 -0.428 18.35 18.79 04a60072o0747o
60072.298259  13.459  0.004 15013   64 o  0 167.98 278.53578   9.56705  2945.84  3517.17 2.08 1.92  71.1 -0.422 18.35 18.78 04a60072o0752o
60072.301002  13.439  0.005 15284   71 o  0 133.58 278.53578   9.56705  3005.14  3594.27 2.10 1.98  65.7 -0.428 18.34 18.77 04a60072o0758o
60072.307587  13.454  0.004 15083   65 o  0 186.95 278.53578   9.56705  3026.22  3477.05 2.12 1.95  76.4 -0.423 18.36 18.82 04a60072o0772o
60074.113589  13.394  0.004 15938   57 o  0 235.54 278.53578   9.56705  5682.84  9127.95 2.61 2.12 -27.4 -0.413 18.44 18.88 03a60074o0915o
60074.116373  13.401  0.004 15830   55 o  0 296.12 278.53578   9.56705  5700.97  9168.03 2.61 2.14 -29.6 -0.414 18.64 19.13 03a60074o0921o
60074.136286  13.408  0.005 15729   77 o  0  73.33 278.53578   9.56705  5648.58  9092.29 2.70 2.20 -30.9 -0.387 18.01 18.21 03a60074o0963o
60074.160540  13.425  0.010 15483  149 o  0  16.71 278.53578   9.56705  5631.80  9210.30 2.65 2.15 -36.0 -0.386 16.92 16.83 03a60074o1013o
60075.170421  13.516  0.006 14240   78 o  0 121.94 278.53578   9.56705  4815.34  1503.72 2.15 1.98  22.9 -0.403 17.81 18.38 04a60075o0492o
60075.173228  13.345  0.005 16667   81 o  0 189.79 278.53578   9.56705  4793.71  1464.09 2.01 1.92  46.3 -0.433 18.04 18.61 04a60075o0498o
60075.208776  13.386  0.004 16056   62 o  0 607.67 278.53578   9.56705  4844.75  1547.21 2.14 1.99  45.6 -0.432 18.29 19.04 04a60075o0575o
60075.223561  13.375  0.004 16216   63 o  0 494.83 278.53578   9.56705  4859.64  1430.40 2.06 1.94  57.5 -0.449 18.50 19.29 04a60075o0607o
60084.248336  14.216  0.012  7475   87 o  0  24.90 278.53578   9.56705   895.42  1726.87 2.40 1.81  45.0 -0.456 17.86 18.99 04a60084o0518o
60084.249688  13.480  0.007 14726  108 o  0  68.03 278.53578   9.56705   874.85  1687.98 2.52 1.85  45.8 -0.444 17.80 18.88 04a60084o0521o
60084.254694  13.191  0.004 19206   71 o  0 469.73 278.53578   9.56705   936.90  1765.08 2.47 1.82  47.6 -0.452 18.69 19.84 04a60084o0532o
60084.286882  13.357  0.003 16493   58 o  0 414.17 278.53578   9.56705   969.06  1642.39 2.45 1.81  44.0 -0.463 19.09 20.34 04a60084o0600o
60089.010047  13.988  0.004  9218   38 c  0 13446.26 278.53578   9.56705  6462.93  9588.88 3.14 2.75 -19.6 -0.388 19.34 21.22 03a60089o0691c
60089.011872  13.965  0.004  9416   38 c  0 14756.37 278.53578   9.56705  6444.01  9548.59 3.13 2.74 -23.4 -0.391 19.36 21.22 03a60089o0695c
60089.041881  13.983  0.004  9261   38 c  0 13809.93 278.53578   9.56705  6505.84  9626.23 3.22 2.78 -18.7 -0.382 19.34 21.23 03a60089o0759c
60089.062153  13.917  0.004  9841   39 c  0 1113.27 278.53578   9.56705  4052.37  1048.95 3.25 2.63  -1.3 -0.407 19.27 21.16 03a60089o0802c
60092.055113  13.918  0.004  9839   38 c  0 317.76 278.53578   9.56705  3719.81  7246.82 2.61 2.35 -34.6 -0.422 19.46 21.27 03a60092o0758c
