MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60092.059680  13.926  0.004  9760   38 c  0 286.76 278.53578   9.56705  3736.55  7287.01 2.61 2.31 -20.4 -0.422 19.45 21.22 03a60092o0768c
60092.085359  13.948  0.004  9569   39 c  0 438.67 278.53578   9.56705  3683.38  7210.83 2.61 2.34 -25.7 -0.418 19.44 21.18 03a60092o0823c
60092.090990  13.939  0.004  9650   37 c  0 422.43 278.53578   9.56705  3658.98  7326.48 2.55 2.31 -37.0 -0.418 19.44 21.15 03a60092o0835c
60097.954266  13.621  0.012 12925  152 o  0 373.92 278.53578   9.56705  8798.34  8100.59 3.36 2.75 -27.7 -0.383 16.69 16.71 03a60098o0537o
60097.957371  13.653  0.014 12551  176 o  0 566.54 278.53578   9.56705  8779.81  8060.78 3.66 2.65 -14.4 -0.355 16.72 17.13 03a60098o0543o
60097.964637  13.382  0.007 16114  118 o  0 1810.43 278.53578   9.56705  8836.49  8139.30 4.63 3.16  -5.7 -0.349 17.20 17.75 03a60098o0557o
60097.975792  13.675  0.011 12308  140 o  0 1190.08 278.53578   9.56705  8859.75  8023.17 3.99 3.37 -21.7 -0.378 17.11 17.66 03a60098o0577o
60101.019675   0.000  0.000     0    0 o  0    nan 278.53578   9.56705  3268.36  2093.31  nan  nan -80.0 -0.413 -5.69 -5.43 03a60101o0725o
60101.048376  13.406  0.004 15763   64 o  0 114.51 278.53578   9.56705  1409.76  6848.07 2.68 2.40 -42.2 -0.403 18.34 18.68 03a60101o0786o
60101.077361  13.428  0.004 15441   64 o  0 316.32 278.53578   9.56705  1357.35  6771.97 2.77 2.48 -27.9 -0.402 18.28 18.62 03a60101o0847o
60101.102711  13.420  0.004 15558   61 o  0 322.76 278.53578   9.56705  1342.31  6890.08 2.76 2.48 -23.3 -0.393 18.26 18.54 03a60101o0901o
60105.252878  13.443  0.004 15233   62 o  0 291.89 278.53578   9.56705  5677.35  7179.68 2.36 2.14 -61.3 -0.395 18.59 19.94 04a60105o0271o
60108.283048  14.008  0.004  9056   40 c  0 405.40 278.53578   9.56705  8048.44  4620.78 2.37 1.94 -19.1 -0.405 19.38 21.26 04a60108o0746c
60108.285828  14.015  0.005  8997   41 c  0 264.73 278.53578   9.56705  8069.36  4657.35 2.39 1.99 -21.7 -0.403 19.34 21.23 04a60108o0752c
60108.288575  14.008  0.004  9052   41 c  0 313.33 278.53578   9.56705  8012.64  4578.81 2.42 1.95 -20.8 -0.404 19.35 21.21 04a60108o0758c
60108.294374  14.013  0.004  9008   40 c  0 297.54 278.53578   9.56705  7994.87  4689.82 2.41 2.06 -24.6 -0.393 19.37 21.18 04a60108o0770c
60111.212909  14.060  0.005  8628   42 c  0 1552.81 278.53578   9.56705  8808.33  6150.76 2.57 2.10 -26.5 -0.421 19.35 21.36 04a60111o0596c
60111.214292  14.034  0.004  8840   39 c  0 1691.49 278.53578   9.56705  8788.71  6112.51 2.59 2.07 -26.3 -0.418 19.34 21.35 04a60111o0599c
60111.233070  14.051  0.005  8704   40 c  0 1774.26 278.53578   9.56705  8859.59  6187.29 2.56 2.16 -31.7 -0.420 19.34 21.31 04a60111o0639c
60111.253924  14.043  0.005  8769   40 c  0 324.43 278.53578   9.56705  1727.31  4539.29 2.18 1.94  65.7 -0.395 19.33 21.22 04a60111o0684c
60118.943234  13.492  0.004 14556   52 o  0 5924.91 278.53578   9.56705   641.65  7833.36 3.05 2.70 -45.5 -0.403 19.18 20.95 03a60119o0517o
60118.945231  13.436  0.003 15333   50 o  0 3694.88 278.53578   9.56705   622.98  7793.80 2.92 2.59 -41.3 -0.411 19.19 20.98 03a60119o0521o
60118.975553  13.422  0.003 15533   49 o  0 1005.52 278.53578   9.56705  9875.29  2810.59 2.60 2.23 -55.6 -0.437 19.33 21.01 03a60119o0580o
60123.090800  13.442  0.004 15248   57 o  0 320.16 278.53578   9.56705  2954.69  3565.01 2.14 1.93  58.8 -0.404 18.80 19.80 04a60123o0329o
60123.093964  13.468  0.004 14886   58 o  0 326.83 278.53578   9.56705  2934.70  3526.66 2.20 2.01  57.0 -0.398 18.78 19.86 04a60123o0336o
60123.126274  13.454  0.004 15084   56 o  0 368.67 278.53578   9.56705  2991.92  3604.00 2.05 1.87  62.8 -0.416 18.94 19.97 04a60123o0406o
60123.136926  13.449  0.004 15146   58 o  0 311.77 278.53578   9.56705  3010.99  3486.53 2.07 1.93  64.0 -0.429 18.93 20.02 04a60123o0429o
60126.210735  13.430  0.004 15422   60 o  0 290.66 278.53578   9.56705  6094.94  4746.11 2.00 1.85 -23.6 -0.433 18.52 19.10 04a60126o0583o
60126.213441  13.440  0.004 15279   59 o  0 358.75 278.53578   9.56705  6115.96  4781.51 1.98 1.87 -36.4 -0.439 18.53 19.13 04a60126o0589o
60126.248546  13.442  0.004 15250   63 o  0 195.07 278.53578   9.56705  6079.57  4675.91 2.05 1.95 -22.9 -0.418 18.50 19.16 04a60126o0665o
60126.277134  13.459  0.005 15013   68 o  0 152.04 278.53578   9.56705  6073.37  4777.55 2.04 1.89 -42.3 -0.430 18.42 19.09 04a60126o0727o
60127.940771  13.422  0.004 15537   63 o  0 181.75 278.53578   9.56705  7953.48   856.46 2.47 2.16 -16.6 -0.435 18.19 18.24 03a60128o0432o
60127.967639  13.411  0.005 15694   71 o  0  97.80 278.53578   9.56705  7972.59   897.33 2.55 2.25 -19.3 -0.417 18.13 18.19 03a60128o0489o
60127.997124  13.457  0.004 15036   67 o  0 448.62 278.53578   9.56705  7920.42   819.23 3.13 2.38  -4.6 -0.385 17.96 18.13 03a60128o0551o
60128.000045  13.455  0.004 15071   67 o  0 329.66 278.53578   9.56705  7896.32   936.03 2.92 2.35  -7.7 -0.397 18.01 18.12 03a60128o0557o
60129.195413  13.518  0.005 14223   70 o  0 120.43 278.53578   9.56705  7861.38   763.10 2.80 2.46 -20.5 -0.345 18.02 18.27 04a60129o0556o
60129.199112  13.448  0.005 15161   74 o  0  56.10 278.53578   9.56705  7883.77   797.93 2.73 2.40 -20.2 -0.347 17.99 18.20 04a60129o0564o
60129.205047  13.494  0.005 14531   76 o  0  89.82 278.53578   9.56705  7830.36   714.87 2.77 2.43 -21.4 -0.346 17.96 18.18 04a60129o0576o
60129.240120  13.508  0.005 14353   75 o  0 282.16 278.53578   9.56705  7833.78   803.88 2.94 2.60 -22.9 -0.335 17.82 18.16 04a60129o0651o
60130.962312  13.410  0.005 15704   73 o  0 125.13 278.53578   9.56705  7988.87  2803.70 2.43 2.18 -19.4 -0.442 18.25 18.61 03a60131o0603o
60130.965126  13.416  0.004 15615   68 o  0 190.98 278.53578   9.56705  8007.86  2842.27 2.27 2.12 -27.5 -0.463 18.39 18.82 03a60131o0609o
60130.970234  13.420  0.004 15553   60 o  0 263.59 278.53578   9.56705  7949.83  2762.59 2.34 2.15 -38.7 -0.437 18.43 18.83 03a60131o0620o
60130.983025  13.424  0.004 15498   64 o  0 147.99 278.53578   9.56705  7930.43  2879.93 2.47 2.19 -26.4 -0.442 18.47 18.93 03a60131o0647o
60132.195410  13.388  0.013 16029  211 o  0   9.34 278.53578   9.56705  6013.63  2812.24 2.24 2.10 -17.7 -0.421 16.67 16.75 04a60132o0555o
60132.205308  13.461  0.012 14990  180 o  0   9.63 278.53578   9.56705  6040.30  2842.11 2.34 2.16 -15.4 -0.423 16.80 17.01 04a60132o0576o
60132.208022  13.460  0.006 14996   96 o  0  46.96 278.53578   9.56705  5985.30  2763.30 2.36 2.23 -16.7 -0.410 17.56 17.89 04a60132o0582o
60132.218309  13.453  0.008 15101  125 o  0  22.85 278.53578   9.56705  5972.24  2870.84 2.33 2.21 -17.1 -0.417 17.24 17.49 04a60132o0604o
60134.182646  13.468  0.005 14881   79 o  0 103.39 278.53578   9.56705  9685.01  8893.66 2.76 2.59  -8.2 -0.377 18.21 19.39 04a60134o0519o
60134.212601  13.454  0.009 15074  129 o  0  25.52 278.53578   9.56705  9726.14  8907.17 2.57 2.39  -4.2 -0.404 17.35 18.11 04a60134o0581o
60134.215409  13.456  0.007 15058  107 o  0  45.41 278.53578   9.56705  9666.37  8827.00 2.46 2.29  -5.1 -0.415 17.62 18.42 04a60134o0587o
60134.222729  13.330  0.008 16911  131 o  0  33.73 278.53578   9.56705  9652.53  8941.23 2.47 2.20  -7.0 -0.443 17.46 18.18 04a60134o0603o
60136.929782  13.947  0.004  9572   36 c  0 1304.18 278.53578   9.56705  9961.68  4674.51 2.84 2.45  -7.7 -0.407 19.62 21.86 03a60137o0528c
60136.949192  13.968  0.004  9394   36 c  0 529.08 278.53578   9.56705  9982.10  4714.41 2.80 2.32 -17.4 -0.411 19.60 21.76 03a60137o0569c
60136.952388  13.949  0.004  9556   37 c  0 888.57 278.53578   9.56705  9925.37  4636.43 2.88 2.32 -17.0 -0.406 19.60 21.74 03a60137o0576c
60136.957865  13.976  0.004  9327   37 c  0 294.20 278.53578   9.56705  9903.08  4751.94 2.63 2.32 -33.6 -0.417 19.61 21.73 03a60137o0588c
60138.210610  13.382  0.008 16108  128 o  0  67.24 278.53578   9.56705  4024.34   943.73 2.17 1.90  46.4 -0.441 17.69 18.99 04a60138o0342o
60138.213764  13.389  0.006 16014   94 o  0 132.55 278.53578   9.56705  4044.73   980.68 2.21 1.96  44.1 -0.439 18.08 19.40 04a60138o0349o
60138.219661  13.369  0.004 16311   58 o  0 395.99 278.53578   9.56705  3989.73   898.43 2.19 1.93  45.0 -0.460 19.13 20.64 04a60138o0362o
60138.238831  13.423  0.004 15517   55 o  0 368.88 278.53578   9.56705  3978.04  1005.49 2.43 2.20  36.8 -0.419 19.05 20.57 04a60138o0404o
60141.159273  13.400  0.003 15855   53 o  0 476.80 278.53578   9.56705  4153.81  4857.51 1.96 1.88 -75.2 -0.430 19.18 20.85 04a60141o0468o
60141.162442  13.401  0.003 15839   54 o  0 385.52 278.53578   9.56705  4175.95  4893.04 1.96 1.88 -72.9 -0.433 19.16 20.87 04a60141o0475o
60142.902677  13.985  0.004  9245   36 c  0 499.13 278.53578   9.56705  3689.61  7249.05 2.42 2.19 -48.2 -0.438 19.53 21.73 03a60143o0457c
60142.907905  13.981  0.004  9278   38 c  0 303.05 278.53578   9.56705  3707.92  7288.23 2.39 2.19 -47.9 -0.442 19.66 21.70 03a60143o0468c
60142.912069  13.990  0.004  9204   36 c  0 470.21 278.53578   9.56705  3651.59  7209.87 2.45 2.19 -41.3 -0.444 19.61 21.70 03a60143o0477c
60142.923624  13.977  0.004  9317   37 c  0 409.39 278.53578   9.56705  3629.82  7325.20 2.36 2.12 -48.4 -0.447 19.65 21.70 03a60143o0502c
60146.152520  13.583  0.056 13396  744 o  0   1.75 278.53578   9.56705  1492.09  8825.21 2.52 1.99 -67.2 -0.375 15.03 16.37 04a60146o0252o
60146.156179  13.503  0.139 14409 2001 o  0   1.10 278.53578   9.56705  1514.83  8860.44 2.56 1.95 -77.0 -0.383 13.83 15.19 04a60146o0260o
60146.161173  13.419  0.006 15571   89 o  0  96.16 278.53578   9.56705  1460.53  8777.48 2.62 2.03 -78.3 -0.375 18.06 19.40 04a60146o0271o
60146.194799  13.432  0.013 15389  206 o  0  14.26 278.53578   9.56705  1465.95  8863.89 2.48 1.85 -71.1 -0.392 16.57 17.81 04a60146o0344o
60153.120612  13.439  0.004 15285   57 o  0 194.21 278.53578   9.56705  5913.55   885.43 2.36 2.29  -3.2 -0.406 18.72 19.72 04a60153o0355o
60153.127982  13.459  0.004 15005   60 o  0 167.73 278.53578   9.56705  5938.94   916.61 2.36 2.27   4.9 -0.427 18.78 19.85 04a60153o0371o
60153.130701  13.454  0.004 15087   56 o  0 227.46 278.53578   9.56705  5883.29   835.91 2.30 2.20  18.2 -0.425 18.83 19.85 04a60153o0377o
60153.142125  13.461  0.004 14988   54 o  0 250.86 278.53578   9.56705  5873.26   942.02 2.37 2.32  -8.2 -0.411 18.79 19.83 04a60153o0402o
60156.126171  13.403  0.004 15810   70 o  0 305.70 278.53578   9.56705  9807.71   627.57 2.99 2.44 -23.5 -0.393 18.33 18.72 04a60156o0386o
60156.139381  13.478  0.005 14750   71 o  0 288.78 278.53578   9.56705  9836.74   654.52 3.01 2.49 -19.4 -0.378 18.34 18.68 04a60156o0414o
60156.142572  13.457  0.005 15045   78 o  0 113.70 278.53578   9.56705  9780.39   574.63 3.02 2.42 -25.1 -0.399 18.28 18.64 04a60156o0421o
60156.149713  13.341  0.005 16728   81 o  0 320.93 278.53578   9.56705  9764.84   687.41 3.02 2.45 -24.7 -0.387 18.26 18.60 04a60156o0436o
60157.923044  13.478  0.004 14754   62 o  0 154.70 278.53578   9.56705  8018.48  4737.15 2.37 2.10 -25.8 -0.449 18.22 18.36 03a60158o0498o
60157.930585  13.515  0.005 14250   70 o  0  93.92 278.53578   9.56705  8038.45  4775.85 2.44 2.19 -32.3 -0.435 18.16 18.31 03a60158o0514o
60157.934222  13.458  0.004 15022   67 o  0 124.86 278.53578   9.56705  7982.75  4697.59 2.33 2.14 -39.8 -0.456 18.19 18.29 03a60158o0522o
60157.945911  13.482  0.004 14703   60 o  0 186.86 278.53578   9.56705  7962.48  4811.57 2.47 2.24 -24.8 -0.432 18.11 18.20 03a60158o0547o
60160.905403  13.450  0.004 15133   58 o  0 3944.19 278.53578   9.56705  1797.24  4401.04 3.58 2.64  -0.8 -0.367 18.39 19.36 03a60161o0461o
60160.920564  13.438  0.004 15306   61 o  0 154.27 278.53578   9.56705  1816.51  4439.73 2.53 2.31 -44.5 -0.434 18.59 19.34 03a60161o0492o
60160.923741  13.461  0.004 14989   64 o  0 144.55 278.53578   9.56705  1760.72  4360.41 2.59 2.41 -36.1 -0.429 18.57 19.32 03a60161o0499o
60160.930713  13.431  0.004 15404   56 o  0 907.94 278.53578   9.56705  1740.50  4475.30 2.68 2.47 -26.8 -0.414 18.48 19.25 03a60161o0514o
60162.156515  13.422  0.004 15538   55 o  0 511.15 278.53578   9.56705  7747.86  8958.65 2.34 2.09 -52.5 -0.441 18.99 20.22 04a60162o0433o
60162.159678  13.456  0.003 15052   50 o  0 874.37 278.53578   9.56705  7768.55  8995.87 2.35 2.12 -51.9 -0.431 19.00 20.19 04a60162o0440o
60162.165138  13.422  0.003 15530   52 o  0 784.75 278.53578   9.56705  7711.40  8916.32 2.35 2.12 -54.7 -0.439 18.98 20.15 04a60162o0452o
60162.183352  13.477  0.004 14766   54 o  0 326.39 278.53578   9.56705  7697.71  9026.08 2.47 2.24 -59.1 -0.416 18.86 20.00 04a60162o0492o
60163.855367  13.377  0.004 16192   57 o  0 300.51 278.53578   9.56705  4113.57  2914.47 2.29 2.12 -51.1 -0.491 19.30 21.06 03a60164o0346o
60163.858523  13.390  0.004 15995   57 o  0 358.62 278.53578   9.56705  4132.00  2953.75 2.19 1.96 -55.5 -0.500 19.33 21.09 03a60164o0353o
60163.864458  13.384  0.003 16078   53 o  0 541.05 278.53578   9.56705  4075.27  2874.98 2.22 2.03 -50.7 -0.493 19.33 21.11 03a60164o0366o
60163.874574  13.385  0.003 16069   54 o  0 489.78 278.53578   9.56705  4054.77  2990.15 2.19 2.02 -53.0 -0.488 19.35 21.11 03a60164o0388o
60166.846660  13.386  0.004 16049   57 o  0 4945.25 278.53578   9.56705  3704.38  9183.71 3.59 2.87 -14.7 -0.375 18.95 20.56 03a60167o0320o
60166.849917  13.284  0.005 17633   85 o  0 2978.88 278.53578   9.56705  3722.67  9223.32 3.75 2.60  -2.7 -0.473 18.29 19.87 03a60167o0327o
60166.871273  13.391  0.003 15986   53 o  0 1388.57 278.53578   9.56705  3669.25  9145.73 3.10 2.54 -16.0 -0.403 19.06 20.57 03a60167o0371o
60166.878599  13.391  0.003 15981   52 o  0 7044.99 278.53578   9.56705  3646.10  9260.52 3.26 2.62 -14.8 -0.384 19.00 20.54 03a60167o0387o
60168.125875  14.048  0.004  8724   38 c  0 2064.42 278.53578   9.56705  9906.93  2556.20 3.20 2.37 -20.3 -0.365 19.37 21.26 04a60168o0202c
60168.135855  14.070  0.006  8552   52 c  0 193.89 278.53578   9.56705  9931.47  2588.80 3.27 2.32 -20.3 -0.351 18.71 20.42 04a60168o0224c
60168.141783  14.070  0.005  8549   47 c  0 877.58 278.53578   9.56705  9875.75  2508.28 3.39 2.28 -22.0 -0.354 18.86 20.66 04a60168o0237c
60168.144955  14.063  0.005  8607   43 c  0 342.08 278.53578   9.56705  9857.12  2623.98 3.26 2.31 -19.5 -0.356 18.99 20.78 04a60168o0244c
60168.867460  13.427  0.004 15466   54 o  0 450.61 278.53578   9.56705  9916.81  2730.59 2.31 2.01 -56.9 -0.466 19.30 20.76 03a60169o0326o
60168.876973  13.408  0.004 15735   57 o  0 297.49 278.53578   9.56705  9936.88  2768.28 2.32 2.07 -57.3 -0.459 19.30 20.74 03a60169o0346o
60168.897301  13.441  0.004 15256   56 o  0 294.41 278.53578   9.56705  9885.33  2691.10 2.39 2.15 -56.0 -0.441 19.21 20.64 03a60169o0389o
60168.909677  13.402  0.003 15815   55 o  0 352.05 278.53578   9.56705  9861.71  2804.44 2.42 2.06 -55.2 -0.452 19.20 20.54 03a60169o0416o
60169.827972  13.367  0.003 16340   52 o  0 721.68 278.53578   9.56705  9504.27  7077.80 2.68 2.18 -53.3 -0.464 19.31 20.82 03a60170o0279o
60169.831147  13.386  0.003 16050   50 o  0 1296.34 278.53578   9.56705  9522.46  7116.63 2.75 2.28 -54.3 -0.448 19.34 20.82 03a60170o0286o
60169.842628  13.397  0.003 15898   53 o  0 353.95 278.53578   9.56705  9465.84  7038.89 3.01 2.34 -55.5 -0.433 19.23 20.81 03a60170o0311o
60169.848578  13.398  0.003 15880   54 o  0 532.73 278.53578   9.56705  9444.38  7155.52 2.80 2.27 -51.5 -0.449 19.25 20.77 03a60170o0324o
60171.096401  14.013  0.004  9012   37 c  0 447.67 278.53578   9.56705  9583.87  6935.03 2.80 2.15 -13.0 -0.427 19.42 21.36 04a60171o0305c
60171.099559  14.030  0.004  8872   38 c  0 285.39 278.53578   9.56705  9605.71  6971.05 2.86 2.21 -12.0 -0.411 19.47 21.36 04a60171o0312c
60171.105888  14.024  0.004  8917   37 c  0 530.26 278.53578   9.56705  9550.02  6888.72 2.82 2.16 -13.6 -0.426 19.43 21.41 04a60171o0326c
60171.116607  14.046  0.004  8745   36 c  0 936.07 278.53578   9.56705  9538.47  6998.62 2.89 2.19 -15.2 -0.420 19.45 21.44 04a60171o0347c
60172.826571  -4.991  0.039 360052805406 13865669905 o  0  31.12 278.53578   9.56705  7556.01  7138.80 4.53 3.00  -6.4 -0.351 -3.07 -1.12 03a60173o0138o
60172.829345  13.424  0.012 15498  187 o  0 132.65 278.53578   9.56705  7573.88  7178.40 3.51 2.70 -12.4 -0.358 17.04 18.82 03a60173o0144o
60172.835238  13.324  0.005 16999   80 o  0 3916.17 278.53578   9.56705  7516.59  7100.32 3.36 2.76 -24.6 -0.404 18.28 19.89 03a60173o0157o
60172.847014  13.393  0.025 15944  394 o  0  13.69 278.53578   9.56705  7495.79  7214.82 3.03 2.50 -34.9 -0.372 15.49 17.16 03a60173o0182o
60174.084778  14.060  0.004  8631   36 c  0 411.02 278.53578   9.56705  5769.10  9090.87 2.66 2.29 -72.8 -0.379 19.31 21.21 04a60174o0279c
60174.088437  14.069  0.004  8556   37 c  0 359.22 278.53578   9.56705  5791.36  9126.18 2.67 2.27 -71.3 -0.381 19.33 21.21 04a60174o0287c
60174.094889  14.059  0.004  8635   37 c  0 280.84 278.53578   9.56705  5737.79  9042.72 2.60 2.21 -70.4 -0.391 19.35 21.18 04a60174o0301c
60174.108990  14.080  0.004  8475   36 c  0 395.21 278.53578   9.56705  5726.41  9149.68 2.64 2.18 -72.2 -0.389 19.32 21.16 04a60174o0332c
60180.053575  13.410  0.003 15708   52 o  0 2460.03 278.53578   9.56705  7940.92  2710.63 3.03 2.59 -16.0 -0.362 18.78 20.15 04a60180o0203o
60180.062994  13.414  0.004 15642   56 o  0 208.05 278.53578   9.56705  7968.90  2740.20 2.68 2.28 -18.8 -0.381 18.89 20.20 04a60180o0223o
60180.065742  13.432  0.004 15393   55 o  0 438.78 278.53578   9.56705  7912.46  2660.57 2.73 2.32 -22.2 -0.380 18.89 20.18 04a60180o0229o
60180.079980  13.420  0.003 15560   54 o  0 288.73 278.53578   9.56705  7903.97  2765.10 2.67 2.26 -18.4 -0.377 18.90 20.18 04a60180o0259o
60183.067629  13.434  0.004 15365   61 o  0 171.43 278.53578   9.56705  6026.48  2797.80 2.19 2.01 -17.1 -0.424 18.61 19.26 04a60183o0216o
60183.070799  13.413  0.004 15664   60 o  0 203.19 278.53578   9.56705  6047.56  2833.68 2.18 2.02 -12.4 -0.426 18.58 19.27 04a60183o0223o
60183.085090  13.425  0.004 15484   60 o  0 194.28 278.53578   9.56705  5998.20  2745.69 2.27 2.08 -20.7 -0.415 18.57 19.26 04a60183o0254o
60183.094641  13.419  0.004 15570   57 o  0 301.53 278.53578   9.56705  5983.87  2855.57 2.19 1.97 -17.1 -0.426 18.60 19.25 04a60183o0274o
60184.861029  13.450  0.004 15133   68 o  0 436.58 278.53578   9.56705  9569.53  9019.84 3.25 2.64 -47.4 -0.414 18.09 18.43 03a60185o0316o
60184.863802  13.497  0.005 14499   70 o  0 1380.56 278.53578   9.56705  9589.15  9058.77 3.35 2.66 -48.6 -0.420 18.10 18.42 03a60185o0322o
60184.872958  13.506  0.005 14371   74 o  0 1155.72 278.53578   9.56705  9534.30  8978.16 3.21 2.62 -47.7 -0.405 18.08 18.39 03a60185o0342o
60184.908659  13.442  0.005 15254   74 o  0 341.85 278.53578   9.56705  9520.73  9084.43 3.00 2.48 -42.4 -0.408 17.97 18.12 03a60185o0418o
60186.099710  13.438  0.004 15301   66 o  0 173.45 278.53578   9.56705 10011.27  4482.76 2.91 2.28 -16.0 -0.380 18.24 18.65 04a60186o0307o
60186.102866  13.399  0.004 15868   71 o  0 118.16 278.53578   9.56705 10031.60  4520.10 2.81 2.17 -15.3 -0.387 18.32 18.63 04a60186o0314o
60186.111098  13.430  0.004 15413   60 o  0 239.82 278.53578   9.56705  9976.39  4439.38 2.93 2.33 -18.4 -0.378 18.22 18.60 04a60186o0332o
60186.121075  13.408  0.004 15731   63 o  0 168.25 278.53578   9.56705  9958.15  4553.58 2.90 2.17 -18.5 -0.379 18.23 18.57 04a60186o0354o
60190.806918  13.407  0.004 15743   58 o  0 202.85 278.53578   9.56705  4155.49  4851.00 2.58 2.26 -55.4 -0.479 19.13 20.60 03a60191o0170o
60190.810128  13.382  0.003 16121   52 o  0 511.26 278.53578   9.56705  4174.12  4890.67 2.60 2.26 -53.1 -0.477 19.09 20.62 03a60191o0177o
60190.826345  13.396  0.003 15910   53 o  0 334.45 278.53578   9.56705  4119.37  4808.94 2.57 2.27 -51.6 -0.472 19.12 20.60 03a60191o0208o
60190.831777  13.395  0.004 15921   57 o  0 469.19 278.53578   9.56705  4098.38  4925.52 2.62 2.28 -45.2 -0.469 19.08 20.55 03a60191o0220o
60192.146942  13.481  0.010 14712  151 o  0  21.95 278.53578   9.56705  3790.47  7202.49 2.68 2.29 -79.2 -0.392 17.10 18.24 04a60192o0034o
60192.152035  13.487  0.009 14630  132 o  0  24.14 278.53578   9.56705  3809.13  7242.05 2.81 2.41 -83.3 -0.366 17.34 18.48 04a60192o0045o
60192.155193  13.510  0.011 14326  160 o  0  16.61 278.53578   9.56705  3750.44  7165.41 2.67 2.27 -79.3 -0.381 17.14 18.24 04a60192o0052o
60192.170878  13.486  0.006 14643   82 o  0  85.61 278.53578   9.56705  3728.29  7285.88 2.51 2.14 -81.8 -0.393 18.12 19.16 04a60192o0086o
60193.808672  14.010  0.004  9034   37 c  0 341.08 278.53578   9.56705  1666.96   511.98 2.55 2.33 -82.4 -0.444 19.56 21.45 03a60194o0006c
60193.814168  13.997  0.005  9146   42 c  0 137.58 278.53578   9.56705  1686.69   550.98 2.55 2.39  84.1 -0.454 19.50 21.42 03a60194o0018c
60193.817352  14.026  0.004  8901   39 c  0 182.54 278.53578   9.56705  1629.85   471.50 2.59 2.28 -88.7 -0.444 19.52 21.46 03a60194o0025c
60193.827395  14.006  0.004  9071   37 c  0 377.08 278.53578   9.56705  1610.89   588.65 2.59 2.33 -84.0 -0.446 19.53 21.46 03a60194o0047c
60200.098897  13.421  0.004 15546   55 o  0 315.20 278.53578   9.56705  1450.59  6819.01 2.45 2.00  89.5 -0.397 18.84 20.07 04a60200o0286o
60200.123168  13.440  0.004 15271   57 o  0 198.55 278.53578   9.56705  1469.88  6856.93 2.53 2.12  87.4 -0.394 18.77 20.19 04a60200o0339o
60200.136485  13.506  0.004 14377   56 o  0 313.27 278.53578   9.56705  1409.32  6781.16 2.54 2.15  83.7 -0.381 18.81 20.14 04a60200o0368o
60200.148671  13.448  0.004 15159   57 o  0 234.52 278.53578   9.56705  1386.41  6900.70 2.57 2.15  81.3 -0.382 18.78 20.11 04a60200o0394o
60201.064615  13.480  0.004 14720   55 o  0 198.06 278.53578   9.56705  1414.00  6823.62 2.79 2.18  78.7 -0.395 18.99 20.43 04a60201o0213o
